,year,total-prec(mm),stnid,total-snow(mm),total-rain(mm),Prov,station's name,lat (deg),long (deg),elev (m),stns joined,mean-temp(celsius)
2207,1932,73.7,1128553,51.5,22.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-4.4
2208,1933,71.1,1128553,48.8,22.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.9
2209,1934,89.1,1128553,68.3,20.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.6
2210,1935,117.3,1128553,67.5,49.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.2
2211,1936,102.1,1128553,88.7,13.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-5.4
2212,1937,169.8,1128553,156.5,13.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-7.4
2213,1938,86.2,1128553,68.9,17.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.6
2214,1939,133.9,1128553,117.0,16.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.2
2215,1940,86.2,1128553,44.1,42.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.0
2216,1941,73.4,1128553,37.2,36.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2217,1942,55.4,1128553,12.0,43.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.3
2218,1943,100.6,1128553,80.5,20.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-4.3
2219,1944,94.0,1128553,80.1,13.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.7
2220,1945,114.3,1128553,58.0,56.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.3
2221,1946,92.5,1128553,66.4,26.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.5
2222,1947,50.4,1128553,38.6,11.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.3
2223,1948,64.7,1128553,37.4,27.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.4
2224,1949,77.5,1128553,77.5,0.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-8.0
2225,1950,100.7,1128553,88.9,11.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-8.6
2226,1951,180.0,1128553,62.5,117.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.1
2227,1952,107.3,1128553,96.3,11.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-5.7
2228,1953,107.5,1128553,38.2,69.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.4
2229,1954,139.5,1128553,33.5,105.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.6
2230,1955,69.6,1128553,35.0,34.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2231,1956,104.4,1128553,71.3,33.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-5.2
2232,1957,139.2,1128553,119.9,19.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-6.4
2233,1958,82.9,1128553,29.1,53.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,1.4
2234,1959,114.3,1128553,79.6,34.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.5
2235,1960,55.4,1128553,47.6,7.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.0
2236,1961,70.0,1128553,55.4,14.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.0
2237,1962,115.4,1128553,85.9,29.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.3
2238,1963,55.0,1128553,26.0,29.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.7
2239,1964,99.6,1128553,88.6,11.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.5
2240,1965,107.1,1128553,90.8,16.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.8
2241,1966,105.1,1128553,90.3,14.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.2
2242,1967,90.4,1128553,62.5,27.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2243,1968,106.3,1128553,61.1,45.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2244,1969,113.3,1128553,88.3,25.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2245,1970,103.4,1128553,72.8,30.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2246,1971,139.7,1128553,102.1,37.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.9
2247,1972,163.4,1128553,156.3,7.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-6.1
2248,1973,95.0,1128553,54.7,40.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.3
2249,1974,97.1,1128553,50.5,46.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2250,1975,160.0,1128553,138.4,21.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2251,1976,109.5,1128553,69.7,39.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2252,1977,90.8,1128553,45.5,45.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2253,1978,134.6,1128553,105.6,29.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2254,1979,76.3,1128553,69.0,7.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2255,1980,89.5,1128553,62.4,27.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2256,1981,114.2,1128553,64.1,50.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2257,1982,159.8,1128553,122.4,37.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2258,1983,130.2,1128553,56.8,73.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2259,1984,83.1,1128553,63.8,19.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2260,1985,78.1,1128553,63.5,14.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2261,1986,95.2,1128553,84.4,10.8,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2262,1987,70.4,1128553,52.6,17.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2263,1988,96.0,1128553,46.0,50.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2264,1989,100.0,1128553,77.6,22.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2265,1990,72.2,1128553,39.7,32.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2266,1991,139.6,1128553,89.3,50.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2267,1992,73.8,1128553,32.9,40.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,1.7
2268,1993,130.0,1128553,109.9,20.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-5.8
2269,1994,138.6,1128553,67.1,71.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.0
2270,1995,123.7,1128553,31.5,92.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-0.7
2271,1996,138.4,1128553,83.3,55.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.4
2272,1997,125.9,1128553,90.9,35.0,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.0
2273,1998,94.6,1128553,56.3,38.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.2
2274,1999,124.2,1128553,44.8,79.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.7
2275,2000,115.2,1128553,76.8,38.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-0.2
2276,2001,52.6,1128553,50.9,1.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2277,2002,90.8,1128553,64.2,26.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-0.8
2278,2003,102.5,1128553,27.1,75.4,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2279,2004,87.5,1128553,68.8,18.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.9
2280,2005,86.8,1128553,53.6,33.2,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.0
2281,2006,106.5,1128553,24.8,81.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-0.2
2282,2007,86.1,1128553,54.6,31.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.0
2283,2008,97.2,1128553,83.0,14.1,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.9
2284,2009,108.3,1128553,84.0,24.3,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-3.7
2285,2010,77.8,1128553,20.1,57.6,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-0.5
2286,2011,-9999.9,1128553,-9999.9,-9999.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-9999.9
2287,2012,87.5,1128553,46.9,40.7,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-1.1
2288,2013,66.4,1128553,56.9,9.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-0.1
2289,2014,58.3,1128553,28.4,29.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-2.1
2290,2015,153.0,1128553,68.5,84.5,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.6
2291,2016,-9999.9,1128553,-9999.9,-9999.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,0.8
2292,2017,-9999.9,1128553,-9999.9,-9999.9,BC,VERNON BELLA VISTA,50.264361111111114,-119.30886111111113,427,Yes,-4.4
2293,1939,-9999.9,1130771,-9999.9,0.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2294,1940,112.1,1130771,92.8,19.3,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-3.1
2295,1941,98.6,1130771,80.5,18.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-2.8
2296,1942,85.4,1130771,74.9,10.5,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.1
2297,1943,112.6,1130771,107.3,5.3,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-7.1
2298,1944,79.0,1130771,79.0,0.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.8
2299,1945,104.4,1130771,102.3,2.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.6
2300,1946,108.0,1130771,108.0,0.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.9
2301,1947,67.0,1130771,59.9,7.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.1
2302,1948,65.6,1130771,56.9,8.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.8
2303,1949,104.8,1130771,95.8,8.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-10.7
2304,1950,134.8,1130771,133.1,1.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-10.4
2305,1951,118.3,1130771,101.8,16.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.7
2306,1952,148.5,1130771,145.9,2.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-7.8
2307,1953,122.1,1130771,114.7,7.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-2.7
2308,1954,116.7,1130771,108.1,8.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.7
2309,1955,90.3,1130771,89.2,1.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.7
2310,1956,164.6,1130771,163.7,0.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-7.9
2311,1957,105.0,1130771,103.2,1.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-8.8
2312,1958,-9999.9,1130771,-9999.9,-9999.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-1.9
2313,1959,177.0,1130771,160.7,16.3,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.4
2314,1960,87.1,1130771,82.6,4.5,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.9
2315,1961,81.8,1130771,80.7,1.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-3.5
2316,1962,124.9,1130771,122.1,2.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.9
2317,1963,56.9,1130771,41.8,15.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.0
2318,1964,128.2,1130771,127.9,0.3,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.3
2319,1965,175.3,1130771,169.7,5.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.0
2320,1966,124.0,1130771,121.1,2.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.5
2321,1967,167.3,1130771,116.8,50.5,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-2.6
2322,1968,160.9,1130771,101.2,59.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.7
2323,1969,207.1,1130771,198.7,8.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9.5
2324,1970,115.4,1130771,87.8,27.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2325,1971,163.6,1130771,130.9,32.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2326,1972,174.0,1130771,172.9,1.2,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2327,1973,67.8,1130771,43.1,24.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2328,1974,175.2,1130771,106.4,68.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2329,1975,193.6,1130771,129.9,63.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2330,1976,97.8,1130771,97.4,0.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.5
2331,1977,64.7,1130771,57.3,7.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.8
2332,1978,120.3,1130771,101.8,18.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.9
2333,1979,106.6,1130771,105.1,1.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9.6
2334,1980,68.5,1130771,54.0,14.6,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.2
2335,1981,120.5,1130771,72.7,47.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-3.0
2336,1982,137.3,1130771,110.9,26.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.4
2337,1983,134.8,1130771,97.6,37.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-3.4
2338,1984,-9999.9,1130771,-9999.9,-9999.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2339,1985,70.6,1130771,65.9,4.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-8.6
2340,1986,94.4,1130771,88.6,5.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.1
2341,1987,-9999.9,1130771,-9999.9,-9999.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.6
2342,1988,112.9,1130771,74.1,38.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.1
2343,1989,97.3,1130771,90.1,7.2,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-8.2
2344,1990,86.2,1130771,66.7,19.5,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.3
2345,1991,161.0,1130771,142.3,18.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.6
2346,1992,87.3,1130771,64.6,22.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-2.4
2347,1993,113.1,1130771,101.4,11.7,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9.3
2348,1994,121.4,1130771,102.5,18.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.2
2349,1995,128.5,1130771,62.0,66.5,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.7
2350,1996,116.2,1130771,93.7,22.5,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-7.5
2351,1997,130.9,1130771,118.1,12.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-8.0
2352,1998,118.3,1130771,101.4,16.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-3.4
2353,1999,123.3,1130771,114.3,9.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.0
2354,2000,95.6,1130771,74.5,21.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-4.4
2355,2001,70.8,1130771,70.7,0.1,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-6.5
2356,2002,92.4,1130771,84.3,8.0,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.0
2357,2003,163.5,1130771,69.7,93.8,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-3.2
2358,2004,126.6,1130771,117.2,9.4,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-5.2
2359,2005,-9999.9,1130771,-9999.9,-9999.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2360,2006,-9999.9,1130771,-9999.9,-9999.9,BC,BEAVERDELL NORTH,49.47833333333333,-119.04700000000001,838,Yes,-9999.9
2361,1913,-9999.9,1142820,-10.0,-10.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-9999.9
2362,1914,143.3,1142820,45.4,97.8,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,0.3
2363,1915,76.3,1142820,67.8,8.6,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.5
2364,1916,119.1,1142820,101.5,17.5,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-6.0
2365,1917,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-9999.9
2366,1918,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-9999.9
2367,1919,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-9999.9
2368,1920,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-9999.9
2369,1921,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-9999.9
2370,1922,107.6,1142820,61.1,46.5,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-5.3
2371,1923,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-4.3
2372,1924,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.0
2373,1925,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.0
2374,1926,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,1.2
2375,1927,124.5,1142820,68.5,56.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.9
2376,1928,139.9,1142820,121.6,18.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.8
2377,1929,68.1,1142820,54.5,13.7,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-6.3
2378,1930,120.6,1142820,106.9,13.6,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-5.4
2379,1931,47.2,1142820,44.0,3.1,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.2
2380,1932,105.7,1142820,98.6,7.1,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.8
2381,1933,111.4,1142820,74.0,37.4,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.8
2382,1934,140.1,1142820,110.1,30.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.1
2383,1935,178.3,1142820,155.4,22.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.7
2384,1936,39.6,1142820,34.9,4.7,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-4.2
2385,1937,220.1,1142820,220.1,0.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-6.8
2386,1938,97.9,1142820,86.4,11.6,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.7
2387,1939,208.5,1142820,177.0,31.5,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.5
2388,1940,146.0,1142820,78.1,67.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.8
2389,1941,122.3,1142820,35.0,87.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.6
2390,1942,63.1,1142820,26.6,36.5,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.0
2391,1943,110.2,1142820,100.9,9.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.6
2392,1944,82.8,1142820,74.1,8.8,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.5
2393,1945,123.0,1142820,86.4,36.6,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.3
2394,1946,123.5,1142820,84.3,39.2,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.5
2395,1947,99.4,1142820,78.2,21.2,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.0
2396,1948,113.0,1142820,100.7,12.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.8
2397,1949,168.5,1142820,168.5,0.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-7.0
2398,1950,174.3,1142820,160.6,13.8,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-6.8
2399,1951,188.0,1142820,117.0,70.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.4
2400,1952,129.1,1142820,123.5,5.6,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-4.3
2401,1953,145.0,1142820,100.6,44.4,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,1.2
2402,1954,202.1,1142820,141.7,60.4,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.4
2403,1955,99.1,1142820,90.4,8.7,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.3
2404,1956,168.2,1142820,164.6,3.6,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.8
2405,1957,164.2,1142820,154.1,10.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-4.8
2406,1958,214.9,1142820,65.0,150.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,1.3
2407,1959,207.1,1142820,143.8,63.4,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.7
2408,1960,157.8,1142820,122.6,35.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.6
2409,1961,194.0,1142820,108.3,85.8,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.2
2410,1962,138.3,1142820,96.2,42.1,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.8
2411,1963,139.5,1142820,69.8,69.7,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.5
2412,1964,-9999.9,1142820,-9999.9,-9999.9,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.6
2413,1965,176.9,1142820,156.5,20.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.7
2414,1966,182.3,1142820,168.4,14.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.6
2415,1967,147.9,1142820,65.4,82.5,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,1.1
2416,1968,153.2,1142820,79.0,74.3,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.0
2417,1969,218.6,1142820,212.4,6.2,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-6.6
2418,1970,118.6,1142820,84.2,34.5,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.4
2419,1971,195.4,1142820,134.4,61.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-2.4
2420,1972,216.3,1142820,204.0,12.2,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-4.2
2421,1973,170.8,1142820,111.0,59.8,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.3
2422,1974,187.1,1142820,89.1,98.0,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-0.9
2423,1975,205.1,1142820,172.2,32.8,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-3.1
2424,1976,175.8,1142820,138.1,37.7,BC,FAUQUIER,49.87194444444446,-118.0675,490,No,-1.1
